"id","type","x","y","z","vx","vy","vz","fz","fy","fz","TIMESTEP"
88,1,-0.148827,0.0126393,-0.107855,-0.747453,0.0561111,-1.07803,-0.0821841,0,-0.0821841,396000
90,1,-0.00681742,-0.00365022,-0.0860296,-0.778431,0.0584366,0.877248,-0.0821841,0,-0.0821841,396000
89,1,-0.0851545,0.00411714,-0.0446297,-0.79055,0.0593463,-0.102279,-0.0821841,0,-0.0821841,396000
91,1,0.00155999,-0.00132797,0.0308472,0,0,-1.04741,-0.0821841,0,-0.0821841,396000
92,1,0.00367699,-0.000802775,0.101116,0,0,-0.198064,-0.0821841,0,-0.0821841,396000
85,1,-0.454792,0.033199,-0.30965,-1.27784,0.0959275,-1.4119,-0.0821841,0,-0.0821841,397000
86,1,-0.316712,0.0215493,-0.216633,-1.187,0.0891074,-0.735568,-0.0821841,0,-0.0821841,397000
87,1,-0.227099,0.0193973,-0.185151,-1.15356,0.0865972,-0.0869757,-0.0821841,0,-0.0821841,397000
88,1,-0.163776,0.0137615,-0.131377,-0.747453,0.0561111,-1.27423,-0.0821841,0,-0.0821841,397000
90,1,-0.022386,-0.00248149,-0.0704462,-0.778431,0.0584366,0.681048,-0.0821841,0,-0.0821841,397000
89,1,-0.100966,0.00530407,-0.0486368,-0.79055,0.0593463,-0.298479,-0.0821841,0,-0.0821841,397000
91,1,0.00155999,-0.00132797,0.00793745,0,0,-1.24361,-0.0821841,0,-0.0821841,397000
92,1,0.00367699,-0.000802775,0.095193,0,0,-0.394264,-0.0821841,0,-0.0821841,397000
85,1,-0.480349,0.0351176,-0.339849,-1.27784,0.0959275,-1.6081,-0.0821841,0,-0.0821841,398000
86,1,-0.340452,0.0233314,-0.233306,-1.187,0.0891074,-0.931768,-0.0821841,0,-0.0821841,398000
87,1,-0.250171,0.0211292,-0.188853,-1.15356,0.0865972,-0.283176,-0.0821841,0,-0.0821841,398000
88,1,-0.178726,0.0148838,-0.158823,-0.747453,0.0561111,-1.47043,-0.0821841,0,-0.0821841,398000
90,1,-0.0379547,-0.00131276,-0.0587867,-0.778431,0.0584366,0.484848,-0.0821841,0,-0.0821841,398000
89,1,-0.116777,0.006491,-0.0565679,-0.79055,0.0593463,-0.494679,-0.0821841,0,-0.0821841,398000
91,1,0.00155999,-0.00132797,-0.0188963,0,0,-1.43981,-0.0821841,0,-0.0821841,398000
92,1,0.00367699,-0.000802775,0.0853462,0,0,-0.590464,-0.0821841,0,-0.0821841,398000
86,1,-0.364192,0.0251136,-0.253903,-1.187,0.0891074,-1.12797,-0.0821841,0,-0.0821841,399000
88,1,-0.193675,0.016006,-0.190193,-0.747453,0.0561111,-1.66663,-0.0821841,0,-0.0821841,399000
87,1,-0.273242,0.0228612,-0.196478,-1.15356,0.0865972,-0.479376,-0.0821841,0,-0.0821841,399000
89,1,-0.132588,0.00767792,-0.068423,-0.79055,0.0593463,-0.690879,-0.0821841,0,-0.0821841,399000
90,1,-0.0535233,-0.000144028,-0.0510513,-0.778431,0.0584366,0.288648,-0.0821841,0,-0.0821841,399000
91,1,0.00155999,-0.00132797,-0.0496541,0,0,-1.63601,-0.0821841,0,-0.0821841,399000
92,1,0.00367699,-0.000802775,0.0715754,0,0,-0.786664,-0.0821841,0,-0.0821841,399000
86,1,-0.387932,0.0268957,-0.278424,-1.187,0.0891074,-1.32417,-0.0821841,0,-0.0821841,400000
87,1,-0.296313,0.0245931,-0.208027,-1.15356,0.0865972,-0.675576,-0.0821841,0,-0.0821841,400000
88,1,-0.216125,0.0176914,-0.191502,-1.19435,0.0896597,0.123767,-0.0821841,0,-0.0821841,400000
91,1,0.00155999,-0.00132797,-0.0843359,0,0,-1.83221,-0.0821841,0,-0.0821841,400000
89,1,-0.148399,0.00886485,-0.0842021,-0.79055,0.0593463,-0.887079,-0.0821841,0,-0.0821841,400000
90,1,-0.0690919,0.0010247,-0.0472399,-0.778431,0.0584366,0.0924476,-0.0821841,0,-0.0821841,400000
92,1,0.00367699,-0.000802775,0.0538807,0,0,-0.982864,-0.0821841,0,-0.0821841,400000
86,1,-0.411672,0.0286779,-0.306868,-1.187,0.0891074,-1.52037,-0.0821841,0,-0.0821841,401000
87,1,-0.319384,0.0263251,-0.2235,-1.15356,0.0865972,-0.871776,-0.0821841,0,-0.0821841,401000
88,1,-0.240012,0.0194845,-0.190988,-1.19435,0.0896597,-0.0724334,-0.0821841,0,-0.0821841,401000
89,1,-0.16421,0.0100518,-0.103905,-0.79055,0.0593463,-1.08328,-0.0821841,0,-0.0821841,401000
91,1,-0.0104533,-0.00042614,-0.0779897,-0.755948,0.0567487,0.764812,-0.0821841,0,-0.0821841,401000
90,1,-0.0846605,0.00219343,-0.0473524,-0.778431,0.0584366,-0.103752,-0.0821841,0,-0.0821841,401000
92,1,0.00367699,-0.000802775,0.0322619,0,0,-1.17906,-0.0821841,0,-0.0821841,401000
93,1,-0.00167807,-0.00329996,0.101329,0,0,-0.158235,-0.0821841,0,-0.0821841,401000
86,1,-0.442075,0.0309603,-0.313893,-1.55043,0.11639,-0.353673,-0.0821841,0,-0.0821841,402000
87,1,-0.342455,0.028057,-0.242897,-1.15356,0.0865972,-1.06798,-0.0821841,0,-0.0821841,402000
88,1,-0.263899,0.0212777,-0.194398,-1.19435,0.0896597,-0.268633,-0.0821841,0,-0.0821841,402000
89,1,-0.180021,0.0112387,-0.127532,-0.79055,0.0593463,-1.27948,-0.0821841,0,-0.0821841,402000
91,1,-0.0255723,0.000708834,-0.064655,-0.755948,0.0567487,0.568612,-0.0821841,0,-0.0821841,402000
90,1,-0.100229,0.00336217,-0.051389,-0.778431,0.0584366,-0.299952,-0.0821841,0,-0.0821841,402000
92,1,0.00367699,-0.000802775,0.00671908,0,0,-1.37526,-0.0821841,0,-0.0821841,402000
93,1,-0.00167807,-0.00329996,0.0962028,0,0,-0.354435,-0.0821841,0,-0.0821841,402000
86,1,-0.473084,0.0332881,-0.322928,-1.55043,0.11639,-0.549873,-0.0821841,0,-0.0821841,403000
87,1,-0.365526,0.029789,-0.266218,-1.15356,0.0865972,-1.26418,-0.0821841,0,-0.0821841,403000
88,1,-0.287787,0.0230709,-0.201732,-1.19435,0.0896597,-0.464833,-0.0821841,0,-0.0821841,403000
89,1,-0.195832,0.0124256,-0.155083,-0.79055,0.0593463,-1.47568,-0.0821841,0,-0.0821841,403000
90,1,-0.115798,0.0045309,-0.0593495,-0.778431,0.0584366,-0.496152,-0.0821841,0,-0.0821841,403000
91,1,-0.0406912,0.00184381,-0.0552442,-0.755948,0.0567487,0.372412,-0.0821841,0,-0.0821841,403000
92,1,0.00367699,-0.000802775,-0.0227477,0,0,-1.57146,-0.0821841,0,-0.0821841,403000
93,1,-0.00167807,-0.00329996,0.0871525,0,0,-0.550635,-0.0821841,0,-0.0821841,403000
87,1,-0.388598,0.0315209,-0.293463,-1.15356,0.0865972,-1.46038,-0.0821841,0,-0.0821841,404000
88,1,-0.311674,0.0248641,-0.21299,-1.19435,0.0896597,-0.661033,-0.0821841,0,-0.0821841,404000
89,1,-0.211643,0.0136126,-0.186558,-0.79055,0.0593463,-1.67188,-0.0821841,0,-0.0821841,404000
90,1,-0.131366,0.00569963,-0.0712341,-0.778431,0.0584366,-0.692352,-0.0821841,0,-0.0821841,404000
92,1,0.00367699,-0.000802775,-0.0561385,0,0,-1.76766,-0.0821841,0,-0.0821841,404000
91,1,-0.0558102,0.00297878,-0.0497575,-0.755948,0.0567487,0.176212,-0.0821841,0,-0.0821841,404000
93,1,-0.00167807,-0.00329996,0.0741783,0,0,-0.746835,-0.0821841,0,-0.0821841,404000
87,1,-0.417577,0.0336964,-0.302256,-1.50856,0.113247,-0.333225,-0.0821841,0,-0.0821841,405000
88,1,-0.335561,0.0266573,-0.228172,-1.19435,0.0896597,-0.857233,-0.0821841,0,-0.0821841,405000
89,1,-0.230769,0.0150484,-0.20658,-1.26496,0.09496,0.237704,-0.0821841,0,-0.0821841,405000
92,1,0.00266336,-0.000726682,-0.0891295,-0.78726,0.0590993,0.954392,-1.6229,0.00289111,-1.6229,405000
90,1,-0.146935,0.00686836,-0.0870426,-0.778431,0.0584366,-0.888552,-0.0821841,0,-0.0821841,405000
91,1,-0.0709291,0.00411376,-0.0481948,-0.755948,0.0567487,-0.0199884,-0.0821841,0,-0.0821841,405000
93,1,-0.00167807,-0.00329996,0.0572801,0,0,-0.943035,-0.0821841,0,-0.0821841,405000
87,1,-0.447749,0.0359614,-0.310882,-1.50856,0.113247,-0.529425,-0.0821841,0,-0.0821841,406000
88,1,-0.359448,0.0284505,-0.247279,-1.19435,0.0896597,-1.05343,-0.0821841,0,-0.0821841,406000
89,1,-0.256069,0.0169476,-0.203787,-1.26496,0.09496,0.0415038,-0.0821841,0,-0.0821841,406000
90,1,-0.162504,0.00803709,-0.106775,-0.778431,0.0584366,-1.08475,-0.0821841,0,-0.0821841,406000
92,1,-0.0130799,0.000455158,-0.0721406,-0.787162,0.059092,0.751314,-0.0821841,0,-0.0821841,406000
91,1,-0.0860481,0.00524873,-0.0505561,-0.755948,0.0567487,-0.216188,-0.0821841,0,-0.0821841,406000
93,1,-0.00167807,-0.00329996,0.0364579,0,0,-1.13924,-0.0821841,0,-0.0821841,406000
94,1,0.00439469,0.00155292,0.0841802,0,0,-0.123312,-0.0821841,0,-0.0821841,406000
87,1,-0.47792,0.0382263,-0.323432,-1.50856,0.113247,-0.725625,-0.0821841,0,-0.0821841,407000
88,1,-0.383335,0.0302437,-0.270309,-1.19435,0.0896597,-1.24963,-0.0821841,0,-0.0821841,407000
89,1,-0.281368,0.0188468,-0.204919,-1.26496,0.09496,-0.154696,-0.0821841,0,-0.0821841,407000
90,1,-0.178072,0.00920582,-0.130432,-0.778431,0.0584366,-1.28095,-0.0821841,0,-0.0821841,407000
91,1,-0.101167,0.00638371,-0.0568413,-0.755948,0.0567487,-0.412388,-0.0821841,0,-0.0821841,407000
92,1,-0.0288231,0.001637,-0.0590758,-0.787162,0.059092,0.555114,-0.0821841,0,-0.0821841,407000
93,1,-0.00167807,-0.00329996,0.0117117,0,0,-1.33544,-0.0821841,0,-0.0821841,407000
94,1,0.00439469,0.00155292,0.0797525,0,0,-0.319512,-0.0821841,0,-0.0821841,407000
88,1,-0.407222,0.0320369,-0.297263,-1.19435,0.0896597,-1.44583,-0.0821841,0,-0.0821841,408000
89,1,-0.306667,0.020746,-0.209974,-1.26496,0.09496,-0.350896,-0.0821841,0,-0.0821841,408000
90,1,-0.193641,0.0103746,-0.158012,-0.778431,0.0584366,-1.47715,-0.0821841,0,-0.0821841,408000
91,1,-0.116286,0.00751868,-0.0670506,-0.755948,0.0567487,-0.608588,-0.0821841,0,-0.0821841,408000
92,1,-0.0445664,0.00281884,-0.049935,-0.787162,0.059092,0.358914,-0.0821841,0,-0.0821841,408000
93,1,-0.00167807,-0.00329996,-0.0169585,0,0,-1.53164,-0.0821841,0,-0.0821841,408000
94,1,0.00439469,0.00155292,0.0714007,0,0,-0.515712,-0.0821841,0,-0.0821841,408000
88,1,-0.434676,0.0340979,-0.314457,-1.56124,0.117202,-0.27084,-0.0821841,0,-0.0821841,409000
89,1,-0.331966,0.0226452,-0.218953,-1.26496,0.09496,-0.547096,-0.0821841,0,-0.0821841,409000
90,1,-0.20921,0.0115433,-0.189517,-0.778431,0.0584366,-1.67335,-0.0821841,0,-0.0821841,409000
91,1,-0.131405,0.00865366,-0.0811839,-0.755948,0.0567487,-0.804788,-0.0821841,0,-0.0821841,409000
93,1,-0.00167807,-0.00329996,-0.0495527,0,0,-1.72784,-0.0821841,0,-0.0821841,409000
92,1,-0.0603096,0.00400068,-0.0447182,-0.787162,0.059092,0.162714,-0.0821841,0,-0.0821841,409000
94,1,0.00439469,0.00155292,0.059125,0,0,-0.711912,-0.0821841,0,-0.0821841,409000
88,1,-0.4659,0.0364419,-0.321836,-1.56124,0.117202,-0.46704,-0.0821841,0,-0.0821841,410000
89,1,-0.357265,0.0245444,-0.231857,-1.26496,0.09496,-0.743296,-0.0821841,0,-0.0821841,410000
90,1,-0.229527,0.0130685,-0.203121,-1.24271,0.0932896,0.202931,-0.0821841,0,-0.0821841,410000
91,1,-0.146524,0.00978863,-0.0992412,-0.755948,0.0567487,-1.00099,-0.0821841,0,-0.0821841,410000
93,1,-0.00167807,-0.00329996,-0.086071,0,0,-1.92404,-0.0821841,0,-0.0821841,410000
92,1,-0.0760529,0.00518252,-0.0434255,-0.787162,0.059092,-0.0334856,-0.0821841,0,-0.0821841,410000
94,1,0.00439469,0.00155292,0.0429252,0,0,-0.908112,-0.0821841,0,-0.0821841,410000
95,1,-0.00145285,0.00189614,0.10427,0,0,-0.0799515,-0.0821841,0,-0.0821841,410000
88,1,-0.497125,0.0387859,-0.333138,-1.56124,0.117202,-0.66324,-0.0821841,0,-0.0821841,411000
89,1,-0.382564,0.0264436,-0.248684,-1.26496,0.09496,-0.939496,-0.0821841,0,-0.0821841,411000
90,1,-0.254382,0.0149343,-0.201024,-1.24271,0.0932896,0.00673068,-0.0821841,0,-0.0821841,411000
91,1,-0.161643,0.0109236,-0.121222,-0.755948,0.0567487,-1.19719,-0.0821841,0,-0.0821841,411000
93,1,-0.0143949,-0.00234532,-0.0787938,-0.790011,0.0593058,0.807533,-0.0821841,0,-0.0821841,411000
92,1,-0.0917961,0.00636436,-0.0460567,-0.787162,0.059092,-0.229686,-0.0821841,0,-0.0821841,411000
94,1,0.00439469,0.00155292,0.0228015,0,0,-1.10431,-0.0821841,0,-0.0821841,411000
95,1,-0.00145285,0.00189614,0.100709,0,0,-0.276151,-0.0821841,0,-0.0821841,411000
89,1,-0.407864,0.0283428,-0.269436,-1.26496,0.09496,-1.1357,-0.0821841,0,-0.0821841,412000
90,1,-0.279236,0.0168001,-0.202851,-1.24271,0.0932896,-0.189469,-0.0821841,0,-0.0821841,412000
91,1,-0.176762,0.0120586,-0.147128,-0.755948,0.0567487,-1.39339,-0.0821841,0,-0.0821841,412000
93,1,-0.0301951,-0.0011592,-0.0646047,-0.790011,0.0593058,0.611333,-0.0821841,0,-0.0821841,412000
92,1,-0.107539,0.00754619,-0.0526119,-0.787162,0.059092,-0.425886,-0.0821841,0,-0.0821841,412000
94,1,0.00439469,0.00155292,-0.00124626,0,0,-1.30051,-0.0821841,0,-0.0821841,412000
95,1,-0.00145285,0.00189614,0.0932248,0,0,-0.472351,-0.0821841,0,-0.0821841,412000
89,1,-0.433163,0.030242,-0.294111,-1.26496,0.09496,-1.3319,-0.0821841,0,-0.0821841,413000
90,1,-0.30409,0.0186659,-0.208602,-1.24271,0.0932896,-0.385669,-0.0821841,0,-0.0821841,413000
91,1,-0.191881,0.0131936,-0.176957,-0.755948,0.0567487,-1.58959,-0.0821841,0,-0.0821841,413000
92,1,-0.123283,0.00872803,-0.0630911,-0.787162,0.059092,-0.622086,-0.0821841,0,-0.0821841,413000
93,1,-0.0459953,2.69E-05,-0.0543395,-0.790011,0.0593058,0.415133,-0.0821841,0,-0.0821841,413000
94,1,0.00439469,0.00155292,-0.029218,0,0,-1.49671,-0.0821841,0,-0.0821841,413000
95,1,-0.00145285,0.00189614,0.0818163,0,0,-0.668551,-0.0821841,0,-0.0821841,413000
89,1,-0.458462,0.0321412,-0.322711,-1.26496,0.09496,-1.5281,-0.0821841,0,-0.0821841,414000
90,1,-0.328944,0.0205317,-0.218277,-1.24271,0.0932896,-0.581869,-0.0821841,0,-0.0821841,414000
91,1,-0.210155,0.0145654,-0.196039,-1.20708,0.0906154,0.22379,-0.0821841,0,-0.0821841,414000
92,1,-0.139026,0.00990987,-0.0774943,-0.787162,0.059092,-0.818286,-0.0821841,0,-0.0821841,414000
94,1,0.00439469,0.00155292,-0.0611137,0,0,-1.69291,-0.0821841,0,-0.0821841,414000
93,1,-0.0617955,0.00121303,-0.0479984,-0.790011,0.0593058,0.218933,-0.0821841,0,-0.0821841,414000
95,1,-0.00145285,0.00189614,0.0664838,0,0,-0.864751,-0.0821841,0,-0.0821841,414000
89,1,-0.487144,0.0342944,-0.342187,-1.6529,0.124083,-0.270486,-0.0821841,0,-0.0821841,415000
90,1,-0.353798,0.0223975,-0.231876,-1.24271,0.0932896,-0.778069,-0.0821841,0,-0.0821841,415000
91,1,-0.234296,0.0163777,-0.193525,-1.20708,0.0906154,0.0275898,-0.0821841,0,-0.0821841,415000
92,1,-0.154769,0.0110917,-0.0958216,-0.787162,0.059092,-1.01449,-0.0821841,0,-0.0821841,415000
94,1,0.00184633,0.00174423,-0.0869487,-0.74925,0.0562459,0.879472,-0.0821841,0,-0.0821841,415000
93,1,-0.0775957,0.00239915,-0.0455812,-0.790011,0.0593058,0.022733,-0.0821841,0,-0.0821841,415000
95,1,-0.00145285,0.00189614,0.0472272,0,0,-1.06095,-0.0821841,0,-0.0821841,415000
96,1,0.000184068,0.00363483,0.109624,0,0,-0.0259965,-0.0821841,0,-0.0821841,415000
90,1,-0.378652,0.0242633,-0.249399,-1.24271,0.0932896,-0.974269,-0.0821841,0,-0.0821841,416000
91,1,-0.258438,0.01819,-0.194935,-1.20708,0.0906154,-0.16861,-0.0821841,0,-0.0821841,416000
92,1,-0.170512,0.0122736,-0.118073,-0.787162,0.059092,-1.21069,-0.0821841,0,-0.0821841,416000
94,1,-0.0131387,0.00286915,-0.0713208,-0.74925,0.0562459,0.683272,-0.0821841,0,-0.0821841,416000
93,1,-0.0933959,0.00358527,-0.0470881,-0.790011,0.0593058,-0.173467,-0.0821841,0,-0.0821841,416000
95,1,-0.00145285,0.00189614,0.0240467,0,0,-1.25715,-0.0821841,0,-0.0821841,416000
96,1,0.000184068,0.00363483,0.107143,0,0,-0.222196,-0.0821841,0,-0.0821841,416000
90,1,-0.403506,0.0261291,-0.270846,-1.24271,0.0932896,-1.17047,-0.0821841,0,-0.0821841,417000
91,1,-0.28258,0.0200023,-0.200269,-1.20708,0.0906154,-0.36481,-0.0821841,0,-0.0821841,417000
92,1,-0.186256,0.0134554,-0.144248,-0.787162,0.059092,-1.40689,-0.0821841,0,-0.0821841,417000
93,1,-0.109196,0.00477138,-0.0525189,-0.790011,0.0593058,-0.369667,-0.0821841,0,-0.0821841,417000
94,1,-0.0281237,0.00399407,-0.0596168,-0.74925,0.0562459,0.487072,-0.0821841,0,-0.0821841,417000
95,1,-0.00145285,0.00189614,-0.00305786,0,0,-1.45335,-0.0821841,0,-0.0821841,417000
96,1,0.000184068,0.00363483,0.100737,0,0,-0.418396,-0.0821841,0,-0.0821841,417000
90,1,-0.428361,0.0279949,-0.296216,-1.24271,0.0932896,-1.36667,-0.0821841,0,-0.0821841,418000
91,1,-0.306721,0.0218146,-0.209526,-1.20708,0.0906154,-0.56101,-0.0821841,0,-0.0821841,418000
92,1,-0.201999,0.0146372,-0.174347,-0.787162,0.059092,-1.60309,-0.0821841,0,-0.0821841,418000
93,1,-0.124996,0.0059575,-0.0618738,-0.790011,0.0593058,-0.565867,-0.0821841,0,-0.0821841,418000
94,1,-0.0431087,0.00511898,-0.0518369,-0.74925,0.0562459,0.290872,-0.0821841,0,-0.0821841,418000
95,1,-0.00145285,0.00189614,-0.0340864,0,0,-1.64955,-0.0821841,0,-0.0821841,418000
96,1,0.000184068,0.00363483,0.0904078,0,0,-0.614596,-0.0821841,0,-0.0821841,418000
90,1,-0.453215,0.0298607,-0.325511,-1.24271,0.0932896,-1.56287,-0.0821841,0,-0.0821841,419000
91,1,-0.330863,0.0236269,-0.222708,-1.20708,0.0906154,-0.75721,-0.0821841,0,-0.0821841,419000
92,1,-0.218213,0.0158544,-0.205638,-1.24298,0.0933102,0.32686,0.279622,0.00279296,0.279622,419000
93,1,-0.140797,0.00714362,-0.0751526,-0.790011,0.0593058,-0.762067,-0.0821841,0,-0.0821841,419000
95,1,-0.00145285,0.00189614,-0.0690389,0,0,-1.84575,-0.0821841,0,-0.0821841,419000
94,1,-0.0580937,0.0062439,-0.047981,-0.74925,0.0562459,0.0946719,-0.0821841,0,-0.0821841,419000
96,1,0.000184068,0.00363483,0.0761544,0,0,-0.810796,-0.0821841,0,-0.0821841,419000
90,1,-0.483824,0.0321585,-0.336951,-1.62704,0.122141,-0.328204,-0.0821841,0,-0.0821841,420000
91,1,-0.355005,0.0254392,-0.239814,-1.20708,0.0906154,-0.95341,-0.0821841,0,-0.0821841,420000
92,1,-0.243328,0.0177398,-0.201669,-1.25586,0.0942769,0.0999696,-0.0821841,0,-0.0821841,420000
93,1,-0.156597,0.00832973,-0.0923555,-0.790011,0.0593058,-0.958267,-0.0821841,0,-0.0821841,420000
95,1,-0.00705264,0.00231651,-0.086553,-0.793731,0.0595851,0.90134,-0.0821841,0,-0.0821841,420000
94,1,-0.0730787,0.00736882,-0.0480491,-0.74925,0.0562459,-0.101528,-0.0821841,0,-0.0821841,420000
96,1,0.000184068,0.00363483,0.0579769,0,0,-1.007,-0.0821841,0,-0.0821841,420000
91,1,-0.379146,0.0272515,-0.260843,-1.20708,0.0906154,-1.14961,-0.0821841,0,-0.0821841,421000
92,1,-0.268445,0.0196254,-0.201631,-1.25586,0.0942769,-0.0962304,-0.0821841,0,-0.0821841,421000
93,1,-0.172397,0.00951585,-0.113482,-0.790011,0.0593058,-1.15447,-0.0821841,0,-0.0821841,421000
95,1,-0.0229273,0.00350821,-0.0704877,-0.793731,0.0595851,0.70514,-0.0821841,0,-0.0821841,421000
94,1,-0.0880637,0.00849374,-0.0520411,-0.74925,0.0562459,-0.297728,-0.0821841,0,-0.0821841,421000
96,1,0.000184068,0.00363483,0.0358755,0,0,-1.2032,-0.0821841,0,-0.0821841,421000
97,1,-0.000517624,0.000290773,0.077314,0,0,-0.12135,-0.0821841,0,-0.0821841,421000
91,1,-0.403288,0.0290638,-0.285797,-1.20708,0.0906154,-1.34581,-0.0821841,0,-0.0821841,422000
92,1,-0.293563,0.0215109,-0.205517,-1.25586,0.0942769,-0.29243,-0.0821841,0,-0.0821841,422000
93,1,-0.188197,0.010702,-0.138533,-0.790011,0.0593058,-1.35067,-0.0821841,0,-0.0821841,422000
94,1,-0.103049,0.00961866,-0.0599572,-0.74925,0.0562459,-0.493928,-0.0821841,0,-0.0821841,422000
95,1,-0.0388019,0.00469992,-0.0583464,-0.793731,0.0595851,0.50894,-0.0821841,0,-0.0821841,422000
96,1,0.000184068,0.00363483,0.00985006,0,0,-1.3994,-0.0821841,0,-0.0821841,422000
97,1,-0.000517624,0.000290773,0.0729255,0,0,-0.31755,-0.0821841,0,-0.0821841,422000
91,1,-0.42743,0.0308761,-0.314675,-1.20708,0.0906154,-1.54201,-0.0821841,0,-0.0821841,423000
92,1,-0.31868,0.0233964,-0.213327,-1.25586,0.0942769,-0.48863,-0.0821841,0,-0.0821841,423000
93,1,-0.203997,0.0118881,-0.167508,-0.790011,0.0593058,-1.54687,-0.0821841,0,-0.0821841,423000
94,1,-0.118034,0.0107436,-0.0717973,-0.74925,0.0562459,-0.690128,-0.0821841,0,-0.0821841,423000
95,1,-0.0546765,0.00589162,-0.0501291,-0.793731,0.0595851,0.31274,-0.0821841,0,-0.0821841,423000
96,1,0.000184068,0.00363483,-0.0200994,0,0,-1.5956,-0.0821841,0,-0.0821841,423000
97,1,-0.000517624,0.000290773,0.064613,0,0,-0.51375,-0.0821841,0,-0.0821841,423000
91,1,-0.458185,0.0331849,-0.322478,-1.57923,0.118553,-0.351325,-0.0821841,0,-0.0821841,424000
92,1,-0.343797,0.025282,-0.225062,-1.25586,0.0942769,-0.68483,-0.0821841,0,-0.0821841,424000
93,1,-0.219798,0.0130742,-0.200407,-0.790011,0.0593058,-1.74307,-0.0821841,0,-0.0821841,424000
94,1,-0.133019,0.0118685,-0.0875613,-0.74925,0.0562459,-0.886328,-0.0821841,0,-0.0821841,424000
96,1,0.000184068,0.00363483,-0.0539728,0,0,-1.7918,-0.0821841,0,-0.0821841,424000
95,1,-0.0705511,0.00708332,-0.0458358,-0.793731,0.0595851,0.11654,-0.0821841,0,-0.0821841,424000
97,1,-0.000517624,0.000290773,0.0523765,0,0,-0.70995,-0.0821841,0,-0.0821841,424000
91,1,-0.48977,0.035556,-0.331466,-1.57923,0.118553,-0.547525,-0.0821841,0,-0.0821841,425000
92,1,-0.368914,0.0271675,-0.24072,-1.25586,0.0942769,-0.88103,-0.0821841,0,-0.0821841,425000
93,1,-0.242416,0.0147722,-0.206222,-1.26277,0.0947959,0.166276,-0.0821841,0,-0.0821841,425000
94,1,-0.148004,0.0129934,-0.107249,-0.74925,0.0562459,-1.08253,-0.0821841,0,-0.0821841,425000
96,1,0.000164235,0.00363632,-0.0916273,-0.10216,0.00766914,-1.35533,14.8967,0.224904,14.8967,425000
95,1,-0.0864258,0.00827502,-0.0454665,-0.793731,0.0595851,-0.0796599,-0.0821841,0,-0.0821841,425000
97,1,-0.000517624,0.000290773,0.036216,0,0,-0.90615,-0.0821841,0,-0.0821841,425000
98,1,0.00237591,0.00196518,0.0807715,0,0,-0.164121,-0.0821841,0,-0.0821841,425000
92,1,-0.394031,0.029053,-0.260302,-1.25586,0.0942769,-1.07723,-0.0821841,0,-0.0821841,426000
93,1,-0.267672,0.0166681,-0.204858,-1.26277,0.0947959,-0.0299241,-0.0821841,0,-0.0821841,426000
94,1,-0.162989,0.0141183,-0.130861,-0.74925,0.0562459,-1.27873,-0.0821841,0,-0.0821841,426000
96,1,-0.0153719,0.00480261,-0.0751751,-0.80197,0.0602036,0.792658,-0.0821841,0,-0.0821841,426000
95,1,-0.1023,0.00946673,-0.0490212,-0.793731,0.0595851,-0.27586,-0.0821841,0,-0.0821841,426000
97,1,-0.000517624,0.000290773,0.0161315,0,0,-1.10235,-0.0821841,0,-0.0821841,426000
98,1,0.00237591,0.00196518,0.0755275,0,0,-0.360321,-0.0821841,0,-0.0821841,426000
92,1,-0.419149,0.0309386,-0.283808,-1.25586,0.0942769,-1.27343,-0.0821841,0,-0.0821841,427000
93,1,-0.292927,0.018564,-0.207418,-1.26277,0.0947959,-0.226124,-0.0821841,0,-0.0821841,427000
94,1,-0.177974,0.0152433,-0.158398,-0.74925,0.0562459,-1.47493,-0.0821841,0,-0.0821841,427000
96,1,-0.0314113,0.00600668,-0.0612834,-0.80197,0.0602036,0.596458,-0.0821841,0,-0.0821841,427000
95,1,-0.118175,0.0106584,-0.0565,-0.793731,0.0595851,-0.47206,-0.0821841,0,-0.0821841,427000
97,1,-0.000517624,0.000290773,-0.007877,0,0,-1.29855,-0.0821841,0,-0.0821841,427000
98,1,0.00237591,0.00196518,0.0663596,0,0,-0.556521,-0.0821841,0,-0.0821841,427000
92,1,-0.444266,0.0328241,-0.311238,-1.25586,0.0942769,-1.46963,-0.0821841,0,-0.0821841,428000
93,1,-0.318182,0.0204599,-0.213902,-1.26277,0.0947959,-0.422324,-0.0821841,0,-0.0821841,428000
94,1,-0.192959,0.0163682,-0.189858,-0.74925,0.0562459,-1.67113,-0.0821841,0,-0.0821841,428000
95,1,-0.13405,0.0118501,-0.0679027,-0.793731,0.0595851,-0.66826,-0.0821841,0,-0.0821841,428000
96,1,-0.0474507,0.00721075,-0.0513158,-0.80197,0.0602036,0.400258,-0.0821841,0,-0.0821841,428000
97,1,-0.000517624,0.000290773,-0.0358095,0,0,-1.49475,-0.0821841,0,-0.0821841,428000
98,1,0.00237591,0.00196518,0.0532677,0,0,-0.752721,-0.0821841,0,-0.0821841,428000
92,1,-0.470854,0.0348201,-0.336778,-1.64494,0.123486,-0.221124,-0.0821841,0,-0.0821841,429000
93,1,-0.343438,0.0223558,-0.22431,-1.26277,0.0947959,-0.618524,-0.0821841,0,-0.0821841,429000
94,1,-0.21546,0.0180573,-0.19111,-1.19617,0.0897964,0.125051,-0.0821841,0,-0.0821841,429000
95,1,-0.149924,0.0130418,-0.0832294,-0.793731,0.0595851,-0.86446,-0.0821841,0,-0.0821841,429000
